   ;PAY;CNT;PAY_DATE
1526;22822,32844;18772;05.03.2016
1527;6030,607703;4919;06.03.2016
1528;8255,74796;6754;07.03.2016
1529;4055,072316;3309;08.03.2016
1530;30559,66684;24440;09.03.2016
1531;31550,86498;25032;10.03.2016
1532;30125,9934;23052;11.03.2016
1533;28001,93132;24977;12.03.2016
1534;10278,76721;9705;13.03.2016
1535;52418,2542;54633;14.03.2016
1536;72651,51558;81125;15.03.2016
1537;84095,9173;98880;16.03.2016
1538;86211,54304;103288;17.03.2016
1539;90236,80851;109014;18.03.2016
1540;77607,17515;92579;19.03.2016
1541;23716,6576;26840;20.03.2016
1542;91823,70337;107724;21.03.2016
1543;86187,49386;98316;22.03.2016
1544;77037,93575;86923;23.03.2016
1545;73407,68007;82580;24.03.2016
1546;69783,78384;75919;25.03.2016
1547;50728,41349;55368;26.03.2016
1548;14637,1398;15751;27.03.2016
1549;67071,16134;71039;28.03.2016
1550;59027,42639;60883;29.03.2016
1551;61042,54721;59716;30.03.2016
1552;60689,90899;55689;31.03.2016
1553;35799,52253;27069;01.04.2016
1554;25872,57456;20200;02.04.2016
1555;8054,982969;6446;03.04.2016
1556;33492,2375;25064;04.04.2016
1557;29300,17893;21303;05.04.2016
1558;28675,10196;19993;06.04.2016
1559;25538,20357;18775;07.04.2016
1560;25402,06412;19066;08.04.2016
1561;21774,10977;16979;09.04.2016
1562;7612,759144;6239;10.04.2016
1563;28083,89882;21164;11.04.2016
1564;27006,48411;21644;12.04.2016
1565;34218,15428;33063;13.04.2016
1566;44101,06925;46954;14.04.2016
1567;71454,00291;87668;15.04.2016
1568;65659,54088;80494;16.04.2016
1569;19180,99618;21894;17.04.2016
1570;91365,09411;114130;18.04.2016
1571;86123,37477;104309;19.04.2016
1572;88648,26003;106873;20.04.2016
1573;80299,77518;95217;21.04.2016
1574;76394,08714;91392;22.04.2016
1575;65688,44646;79234;23.04.2016
1576;19862,73692;23425;24.04.2016
1577;89274,46846;105892;25.04.2016
1578;71610,08291;80032;26.04.2016
1579;64562,82215;69836;27.04.2016
1580;64742,77961;68299;28.04.2016
1581;68915,69096;71007;29.04.2016
1582;50741,12971;53516;30.04.2016
1583;5607,299412;4996;01.05.2016
1584;5302,18503;4744;02.05.2016
1585;7007,113863;6368;03.05.2016
1586;40028,38386;33704;04.05.2016
1587;33412,27697;28051;05.05.2016
1588;31164,62911;25145;06.05.2016
1589;15331,3461;13149;07.05.2016
1590;4160,286865;3667;08.05.2016
1591;3873,174954;3491;09.05.2016
1592;30905,44387;25782;10.05.2016
1593;30753,57883;24661;11.05.2016
1594;31292,0113;28065;12.05.2016
1595;34923,86709;34672;13.05.2016
1596;26523,35518;28789;14.05.2016
1597;10384,27348;11071;15.05.2016
1598;56129,42215;65229;16.05.2016
1599;69598,12264;86005;17.05.2016
1600;82282,2799;103639;18.05.2016
1601;84651,04693;108539;19.05.2016
1602;87925,08142;112165;20.05.2016
1603;63987,59324;80678;21.05.2016
1604;18849,13046;23196;22.05.2016
1605;91778,27781;115871;23.05.2016
1606;86045,99517;106489;24.05.2016
1607;81050,21214;95480;25.05.2016
1608;68012,00982;77126;26.05.2016
1609;60820,91645;67587;27.05.2016
1610;41913,35909;48656;28.05.2016
1611;12593,97145;14054;29.05.2016
1612;68011,18146;77274;30.05.2016
1613;63436,89601;67250;31.05.2016
1614;36813,8827;32114;01.06.2016
1615;28089,72148;24017;02.06.2016
1616;27013,44372;22185;03.06.2016
1617;18108,16978;15688;04.06.2016
1618;7052,862924;5975;05.06.2016
1619;28800,14689;23726;06.06.2016
1620;27228,75672;22167;07.06.2016
1621;22202,35155;18069;08.06.2016
1622;24802,10238;21058;09.06.2016
1623;30191,70415;27130;10.06.2016
1624;21234,51143;20329;11.06.2016
1625;6051,237097;5798;12.06.2016
1626;12273,44576;13312;13.06.2016
1627;49397,69677;58812;14.06.2016
1628;61156,67867;78377;15.06.2016
1629;67181,02995;88941;16.06.2016
1630;72890,52221;99985;17.06.2016
1631;54848,69626;74121;18.06.2016
1632;14630,63141;18123;19.06.2016
1633;82499,17778;115774;20.06.2016
1634;77792,663;103328;21.06.2016
1635;75036,11983;98552;22.06.2016
1636;68865,27787;88673;23.06.2016
1637;64199,3222;83599;24.06.2016
1638;45723,51426;59611;25.06.2016
1639;11072,19012;13540;26.06.2016
1640;61873,24145;76672;27.06.2016
1641;57265,51982;67909;28.06.2016
1642;62776,99387;72555;29.06.2016
1643;67550,24542;72777;30.06.2016
1644;37039,43516;34293;01.07.2016
1645;21431,83738;20041;02.07.2016
1646;6690,683449;6669;03.07.2016
1647;28169,03823;25737;04.07.2016
1648;25800,16818;21946;05.07.2016
1649;26323,68355;22156;06.07.2016
1650;25387,46257;21626;07.07.2016
1651;25076,45756;22214;08.07.2016
1652;19073,64873;16945;09.07.2016
1653;6375,776025;6161;10.07.2016
1654;24227,30767;21611;11.07.2016
1655;20920,97675;18653;12.07.2016
1656;25667,70886;26716;13.07.2016
1657;42117,6744;55162;14.07.2016
1658;50127,98331;70375;15.07.2016
1659;48034,07405;70064;16.07.2016
1660;12885,14386;17276;17.07.2016
1661;68256,90379;102126;18.07.2016
1662;65878,2076;95162;19.07.2016
1663;65331,39886;92927;20.07.2016
1664;70426,04909;98956;21.07.2016
1665;66507,96772;92128;22.07.2016
1666;47839,0232;67674;23.07.2016
1667;13044,92789;18123;24.07.2016
1668;68382,92971;95345;25.07.2016
1669;56312,3413;73403;26.07.2016
1670;45044,66868;57020;27.07.2016
1671;50517,57994;63818;28.07.2016
1672;49194,27193;61504;29.07.2016
1673;37595,62068;47288;30.07.2016
1674;13067,89877;15888;31.07.2016
1675;38875,64552;39712;01.08.2016
1676;32905,95045;31960;02.08.2016
1677;27425,07864;25422;03.08.2016
1678;22972,52804;21393;04.08.2016
1679;21830,18289;20846;05.08.2016
1680;15131,01866;13982;06.08.2016
1681;5643,766038;5401;07.08.2016
1682;26287,26079;24355;08.08.2016
1683;22757,72109;21026;09.08.2016
1684;24117,27723;22920;10.08.2016
1685;23267,78693;21276;11.08.2016
1686;29620,71277;32033;12.08.2016
1687;27928,85542;34236;13.08.2016
1688;10605,78396;12396;14.08.2016
1689;59280,29968;80538;15.08.2016
1690;61697,99694;83821;16.08.2016
1691;68576,91925;95294;17.08.2016
1692;66371,85231;93440;18.08.2016
1693;61911,49504;86857;19.08.2016
1694;46149,60864;64389;20.08.2016
1695;11790,7992;15549;21.08.2016
1696;68580,6929;96878;22.08.2016
1697;57705,98945;79216;23.08.2016
1698;68068,49996;92496;24.08.2016
1699;60025,59518;79556;25.08.2016
1700;48920,79905;61663;26.08.2016
1701;34270,28966;44044;27.08.2016
1702;11471,80591;14433;28.08.2016
1703;49203,62954;61667;29.08.2016
1704;60240,35301;73242;30.08.2016
1705;58357,98103;67720;31.08.2016
1706;33100,6191;30638;01.09.2016
1707;28058,93754;24916;02.09.2016
1708;19011,30061;18097;03.09.2016
1709;7066,786582;6501;04.09.2016
1710;31330,54813;27837;05.09.2016
1711;26740,24391;23391;06.09.2016
1712;23890,09793;20164;07.09.2016
1713;22953,35563;19339;08.09.2016
1714;24050,78121;21345;09.09.2016
1715;18534,15379;17230;10.09.2016
1716;6338,087601;5807;11.09.2016
1717;26043,35036;24439;12.09.2016
1718;26283,1229;26577;13.09.2016
1719;30765,64466;35094;14.09.2016
1720;47681,11389;59634;15.09.2016
1721;58846,78124;76902;16.09.2016
1722;49479,17572;65976;17.09.2016
1723;15513,67727;18931;18.09.2016
1724;78082,59743;108739;19.09.2016
1725;80068,28376;107379;20.09.2016
1726;73703,91461;97812;21.09.2016
1727;74799,57628;98158;22.09.2016
1728;67334,28038;88309;23.09.2016
1729;58496,83037;76722;24.09.2016
1730;18621,1537;23632;25.09.2016
1731;70102,10098;89008;26.09.2016
1732;59853,49079;73858;27.09.2016
1733;56336,64192;67685;28.09.2016
1734;57016,68598;67477;29.09.2016
1735;63047,75229;71333;30.09.2016
1736;29528,08279;28648;01.10.2016
1737;10486,48967;10138;02.10.2016
1738;36585,49049;33226;03.10.2016
1739;29072,10688;25398;04.10.2016
1740;29318,8987;24467;05.10.2016
1741;26350,48418;21381;06.10.2016
1742;24642,60437;20243;07.10.2016
1743;17882,09853;16063;08.10.2016
1744;7537,661926;6728;09.10.2016
1745;29760,32151;25028;10.10.2016
1746;26725,61668;21655;11.10.2016
1747;26462,88175;22295;12.10.2016
1748;25833,09331;23895;13.10.2016
1749;34422,78808;37245;14.10.2016
1750;39012,22719;45805;15.10.2016
1751;16218,03605;17772;16.10.2016
1752;75301,8379;94502;17.10.2016
1753;82545,54241;102857;18.10.2016
1754;86362,73749;108122;19.10.2016
1755;83554,90613;101634;20.10.2016
1756;81847,35702;100101;21.10.2016
1757;64489,49844;78232;22.10.2016
1758;19360,3394;22353;23.10.2016
1759;88506,69733;108439;24.10.2016
1760;77555,71447;88719;25.10.2016
1761;66311,71534;73692;26.10.2016
1762;60016,58291;65955;27.10.2016
1763;53985,07328;59220;28.10.2016
1764;52191,68915;57851;29.10.2016
1765;17174,85069;18516;30.10.2016
1766;71678,39466;74881;31.10.2016
1767;39454,19712;33413;01.11.2016
1768;31577,88708;25281;02.11.2016
1769;27914,23716;22374;03.11.2016
1770;7630,280716;5882;04.11.2016
1771;15022,49407;12381;05.11.2016
1772;7366,219284;5852;06.11.2016
1773;31602,1396;23493;07.11.2016
1774;25059,08385;19345;08.11.2016
1775;28760,10573;22466;09.11.2016
1776;26718,74294;20885;10.11.2016
1777;28078,02429;21951;11.11.2016
1778;23418,98537;19432;12.11.2016
1779;8837,550902;7307;13.11.2016
1780;31398,70774;26225;14.11.2016
1781;36341,60672;34089;15.11.2016
1782;49099,05188;50546;16.11.2016
1783;70103,29819;80115;17.11.2016
1784;83293,08952;98449;18.11.2016
1785;79020,87581;92306;19.11.2016
1786;30982,62127;33378;20.11.2016
1787;103954,5945;123916;21.11.2016
1788;98911,08909;115939;22.11.2016
1789;94716,45336;108599;23.11.2016
1790;82244,77075;93692;24.11.2016
1791;81981,13218;90577;25.11.2016
1792;63069,64024;69019;26.11.2016
1793;19754,45953;20647;27.11.2016
1794;87922,50352;93641;28.11.2016
1795;83900,47635;87196;29.11.2016
1796;85033,20383;83972;30.11.2016
1797;42714,25746;34069;01.12.2016
1798;35278,87062;27371;02.12.2016
1799;26304,68676;21155;03.12.2016
1800;10413,94444;8141;04.12.2016
1801;32589,61475;24222;05.12.2016
1802;33714,12621;23919;06.12.2016
1803;31155,17427;21597;07.12.2016
1804;29540,30835;22181;08.12.2016
1805;32934,54671;26062;09.12.2016
1806;29379,49819;24666;10.12.2016
1807;10598,24152;8629;11.12.2016
1808;37681,1759;31028;12.12.2016
1809;38110,43309;33969;13.12.2016
1810;44729,25241;41293;14.12.2016
1811;66583,99821;65307;15.12.2016
1812;77834,57285;82280;16.12.2016
1813;72709,98369;79417;17.12.2016
1814;30394,03129;31223;18.12.2016
1815;108626,3578;119708;19.12.2016
1816;105927,151;113256;20.12.2016
1817;104284,0697;108746;21.12.2016
1818;98309,93115;103293;22.12.2016
1819;97272,75536;100339;23.12.2016
1820;84072,88301;87139;24.12.2016
1821;30654,26457;31155;25.12.2016
1822;98300,76324;95791;26.12.2016
1823;85119,79095;80252;27.12.2016
1824;80297,30003;74170;28.12.2016
1825;80796,28375;72637;29.12.2016
1826;82518,88664;70880;30.12.2016
1827;19836,03683;17270;31.12.2016
1828;4040,710048;3357;01.01.2017
1829;5628,923032;4607;02.01.2017
1830;5362,074883;4429;03.01.2017
1831;6549,839238;5688;04.01.2017
1832;6766,125275;5989;05.01.2017
1833;5473,156916;4467;06.01.2017
1834;4278,179488;3388;07.01.2017
1835;6425,617178;5246;08.01.2017
1836;45046,72093;34807;09.01.2017
1837;35391,57562;26736;10.01.2017
1838;28990,09016;21793;11.01.2017
1839;30141,93482;24175;12.01.2017
1840;36075,13981;32890;13.01.2017
1841;36013,36096;36253;14.01.2017
1842;16939,6373;16570;15.01.2017
1843;75392,19046;83049;16.01.2017
1844;89525,2664;100475;17.01.2017
1845;91169,09081;102456;18.01.2017
1846;86352,04266;96137;19.01.2017
1847;97156,75002;108183;20.01.2017
1848;78851,63204;87687;21.01.2017
1849;25885,84182;26710;22.01.2017
1850;106117,6701;116149;23.01.2017
1851;98938,59483;105630;24.01.2017
1852;79996,15789;83123;25.01.2017
1853;76204,63152;75878;26.01.2017
1854;70815,59329;70085;27.01.2017
1855;55692,67398;56899;28.01.2017
1856;17582,43461;17393;29.01.2017
1857;79734,0875;77322;30.01.2017
1858;80811,80063;73571;31.01.2017
1859;39676,83306;30667;01.02.2017
1860;32649,10784;24212;02.02.2017
1861;29791,81863;20754;03.02.2017
1862;22595,72924;17726;04.02.2017
1863;12668,9063;10601;05.02.2017
1864;29577,9973;21383;06.02.2017
1865;24029,03761;16623;07.02.2017
1866;26438,24662;18848;08.02.2017
1867;25814,60688;18371;09.02.2017
1868;27160,87169;20622;10.02.2017
1869;23308,75705;18172;11.02.2017
1870;9734,249556;7470;12.02.2017
1871;32001,11533;25725;13.02.2017
1872;35063,47605;30973;14.02.2017
1873;49064,56067;47436;15.02.2017
1874;69684,91213;73017;16.02.2017
1875;88497,85047;96762;17.02.2017
1876;74242,46625;81925;18.02.2017
1877;27497,33873;28017;19.02.2017
1878;110396,2222;122837;20.02.2017
1879;110900,421;120170;21.02.2017
1880;115978,8917;123492;22.02.2017
1881;21174,82493;20959;23.02.2017
1882;57031,4971;62474;24.02.2017
1883;50549,96941;54688;25.02.2017
1884;27227,01969;27249;26.02.2017
1885;139454,336;142483;27.02.2017
1886;145007,7636;138743;28.02.2017
1887;72724,71225;63389;01.03.2017
1888;59224,01286;49126;02.03.2017
1889;45081,3198;36149;03.03.2017
1890;35663,45941;30684;04.03.2017
1891;12885,28042;11495;05.03.2017
1892;40489,30459;31649;06.03.2017
1893;29574,83153;22918;07.03.2017
1894;7612,654985;6181;08.03.2017
1895;30029,51677;23706;09.03.2017
1896;37000,62416;29142;10.03.2017
1897;29560,40906;25162;11.03.2017
1898;11020,70762;9133;12.03.2017
1899;37116,93944;32030;13.03.2017
1900;44039,68567;42746;14.03.2017
1901;67244,58358;71728;15.03.2017
1902;84414,91601;94381;16.03.2017
1903;83512,53916;94928;17.03.2017
1904;73865,63231;85289;18.03.2017
1905;25890,54502;27966;19.03.2017
1906;119390,7757;138510;20.03.2017
1907;101732,1663;113657;21.03.2017
1908;92595,43802;102852;22.03.2017
1909;77430,49723;85846;23.03.2017
1910;79899,33189;88768;24.03.2017
1911;59404,42088;65488;25.03.2017
1912;15294,51859;15806;26.03.2017
1913;73354,37269;78811;27.03.2017
1914;63002,83925;66277;28.03.2017
1915;57319,68772;59018;29.03.2017
1916;59547,52256;59692;30.03.2017
1917;61063,06114;58334;31.03.2017
1918;29224,3373;25456;01.04.2017
1919;10716,81158;8342;02.04.2017
1920;32353,94871;24491;03.04.2017
1921;29651,48137;22743;04.04.2017
1922;31123,37102;24427;05.04.2017
1923;29362,27218;22392;06.04.2017
1924;26390,03854;19896;07.04.2017
1925;20291,26625;16478;08.04.2017
1926;10109,31155;8835;09.04.2017
1927;36385,64719;29934;10.04.2017
1928;32550,14175;26878;11.04.2017
1929;34088,33294;31754;12.04.2017
1930;31634,16614;31006;13.04.2017
1931;38360,08178;39466;14.04.2017
1932;30660,05323;31519;15.04.2017
1933;11287,36495;10842;16.04.2017
1934;58534,17134;65864;17.04.2017
1935;74442,47367;88626;18.04.2017
1936;91805,2152;111626;19.04.2017
1937;102579,0629;125277;20.04.2017
1938;94583,74569;113700;21.04.2017
1939;72591,75135;87350;22.04.2017
1940;25707,76447;28799;23.04.2017
1941;109802,3941;131639;24.04.2017
1942;91281,6141;103313;25.04.2017
1943;77541,78641;84186;26.04.2017
1944;76983,63256;81069;27.04.2017
1945;83049,05768;86142;28.04.2017
1946;56063,99551;57150;29.04.2017
1947;22772,93938;22820;30.04.2017
1948;12192,27509;9677;01.05.2017
1949;51040,78378;43676;02.05.2017
1950;40266,22907;33788;03.05.2017
1951;34059,92791;27272;04.05.2017
1952;35509,0896;29777;05.05.2017
1953;21385,72877;18873;06.05.2017
1954;7806,66789;7086;07.05.2017
1955;7502,227193;6958;08.05.2017
1956;5930,785475;5281;09.05.2017
1957;36509,03921;30392;10.05.2017
1958;34115,43374;27023;11.05.2017
1959;34434,34859;29475;12.05.2017
1960;24158,71019;22797;13.05.2017
1961;10315,32655;10137;14.05.2017
1962;51846,43542;52832;15.05.2017
1963;63534,76024;71910;16.05.2017
1964;82775,11232;98549;17.05.2017
1965;91724,73617;110693;18.05.2017
1966;89606,33072;108824;19.05.2017
1967;66026,65767;81203;20.05.2017
1968;20979,42169;24165;21.05.2017
1969;103126,0932;123488;22.05.2017
1970;94198,02703;111072;23.05.2017
1971;88588,31907;103246;24.05.2017
1972;75626,92036;85489;25.05.2017
1973;62393,38151;67299;26.05.2017
1974;41798,15443;45792;27.05.2017
1975;15349,85752;16539;28.05.2017
1976;68455,9387;74811;29.05.2017
1977;66484,52583;70878;30.05.2017
1978;63633,77134;62616;31.05.2017
1979;40918,41317;33046;01.06.2017
1980;29936,33642;23816;02.06.2017
1981;20909,13057;17496;03.06.2017
1982;9086,771378;8310;04.06.2017
1983;32154,01399;25555;05.06.2017
1984;32724,58282;27824;06.06.2017
1985;26205,58494;20437;07.06.2017
1986;26005,60078;21043;08.06.2017
1987;28644,69788;25694;09.06.2017
1988;22367,89762;20551;10.06.2017
1989;6091,925554;5500;11.06.2017
1990;7246,791931;6450;12.06.2017
1991;34569,46871;33502;13.06.2017
1992;38272,75537;40879;14.06.2017
1993;52693,33012;61947;15.06.2017
1994;67641,22551;85711;16.06.2017
1995;48640,83393;64310;17.06.2017
1996;17792,62666;21821;18.06.2017
1997;98691,03815;133789;19.06.2017
1998;89899,47077;117967;20.06.2017
1999;82542,1929;105625;21.06.2017
2000;83321,7892;107620;22.06.2017
2001;77174,50282;97625;23.06.2017
2002;55670,5589;71265;24.06.2017
2003;18119,75711;21627;25.06.2017
2004;71100,46616;84717;26.06.2017
2005;63667,94007;73603;27.06.2017
2006;62136,97837;70056;28.06.2017
2007;62229,5643;68359;29.06.2017
2008;71106,3213;71950;30.06.2017
2009;31883,37563;27977;01.07.2017
2010;12096,90597;11469;02.07.2017
2011;40939,85708;36729;03.07.2017
2012;35200,12015;29156;04.07.2017
2013;33148,22816;28551;05.07.2017
2014;31245,50233;26793;06.07.2017
2015;27812,76392;23520;07.07.2017
2016;17591,99776;15593;08.07.2017
2017;8184,047816;7511;09.07.2017
2018;30280,74093;26030;10.07.2017
2019;29063,80723;25953;11.07.2017
2020;25907,58786;24421;12.07.2017
2021;33959,74309;35287;13.07.2017
2022;42342,58326;50051;14.07.2017
2023;37917,55036;47841;15.07.2017
2024;14194,07891;16541;16.07.2017
2025;73978,31331;98975;17.07.2017
2026;72599,59037;98004;18.07.2017
2027;79053,84712;104909;19.07.2017
2028;80326,05146;104188;20.07.2017
2029;76302,9491;97884;21.07.2017
2030;48676,86094;63822;22.07.2017
2031;16732,09031;20448;23.07.2017
2032;85804,11364;113710;24.07.2017
2033;74464,30076;92178;25.07.2017
2034;59162,0086;69992;26.07.2017
2035;53896,83814;61504;27.07.2017
2036;54235,66789;60973;28.07.2017
2037;36487,21357;42173;29.07.2017
2038;13337,4665;15406;30.07.2017
2039;68366,96623;75461;31.07.2017
2040;37829,57548;34667;01.08.2017
2041;30402,46258;25886;02.08.2017
2042;27405,25956;25097;03.08.2017
2043;26946,6686;23972;04.08.2017
2044;21320,09527;21551;05.08.2017
2045;10311,72952;10496;06.08.2017
2046;29815,2589;26363;07.08.2017
2047;25401,28419;21886;08.08.2017
2048;22964,35043;19846;09.08.2017
2049;24875,69461;22314;10.08.2017
2050;26510,79538;24929;11.08.2017
2051;17866,61518;19020;12.08.2017
2052;8293,057982;8277;13.08.2017
2053;36538,126;41044;14.08.2017
2054;40083,81778;46142;15.08.2017
2055;51644,27871;65474;16.08.2017
2056;65281,32685;86850;17.08.2017
2057;74603,34968;101608;18.08.2017
2058;52690,33541;71794;19.08.2017
2059;20752,39749;26229;20.08.2017
2060;87311,72035;119511;21.08.2017
2061;78849,78745;104817;22.08.2017
2062;76642,3813;100200;23.08.2017
2063;62153,30323;79477;24.08.2017
2064;64135,14763;80918;25.08.2017
2065;42576,34359;52309;26.08.2017
2066;14362,94732;17012;27.08.2017
2067;66122,68008;81261;28.08.2017
2068;58048,15663;69613;29.08.2017
2069;57644,66919;65981;30.08.2017
2070;62679,68329;66418;31.08.2017
2071;34034,36452;28550;01.09.2017
2072;23873,41312;22788;02.09.2017
2073;11869,44667;10724;03.09.2017
2074;32770,29014;29256;04.09.2017
2075;35298,8487;31775;05.09.2017
2076;28423,55717;24490;06.09.2017
2077;25277,35698;21058;07.09.2017
2078;27704,68676;22749;08.09.2017
2079;19585,04506;17239;09.09.2017
2080;10210,57382;9250;10.09.2017
2081;28986,92572;25004;11.09.2017
2082;27509,98388;24965;12.09.2017
2083;29717,87744;28342;13.09.2017
2084;38630,3921;43348;14.09.2017
2085;51956,2166;63136;15.09.2017
2086;46679,53023;58255;16.09.2017
2087;17341,87592;20112;17.09.2017
2088;74353,96374;98496;18.09.2017
2089;86990,27525;114718;19.09.2017
2090;92467,07535;121340;20.09.2017
2091;83087,42207;107675;21.09.2017
2092;76511,85451;100039;22.09.2017
2093;57453,68309;74397;23.09.2017
2094;19146,46699;23536;24.09.2017
2095;76014,17397;95540;25.09.2017
2096;71422,57676;85391;26.09.2017
2097;60323,06084;75351;27.09.2017
2098;62190,70564;74095;28.09.2017
2099;68846,31805;78769;29.09.2017
2100;55319,55446;64314;30.09.2017
2101;17276,76739;15143;01.10.2017
2102;46274,40173;43312;02.10.2017
2103;40733,23973;36510;03.10.2017
2104;34221,83585;31027;04.10.2017
2105;30374,03995;24308;05.10.2017
2106;29052,72693;25215;06.10.2017
2107;21048,70657;18848;07.10.2017
2108;10605,96462;9362;08.10.2017
2109;30538,04595;25560;09.10.2017
2110;31045,48161;26227;10.10.2017
2111;28005,28405;22651;11.10.2017
2112;29536,20475;26603;12.10.2017
2113;31199,93375;30826;13.10.2017
2114;28749,96547;30132;14.10.2017
2115;13201,12966;12716;15.10.2017
2116;49247,08244;55464;16.10.2017
2117;57108,28047;71012;17.10.2017
2118;64163,21062;82298;18.10.2017
2119;74199,00248;97159;19.10.2017
2120;90490,04833;118700;20.10.2017
2121;71484,78417;96134;21.10.2017
2122;24888,55184;29849;22.10.2017
2123;106526,9336;139897;23.10.2017
2124;101356,0473;129904;24.10.2017
2125;94763,90255;114391;25.10.2017
2126;72157,63818;84701;26.10.2017
2127;66573,3714;77637;27.10.2017
2128;52894,61516;62001;28.10.2017
2129;19195,92936;21171;29.10.2017
2130;81519,82041;93119;30.10.2017
2131;71558,80299;77418;31.10.2017
2132;40601,48643;35230;01.11.2017
2133;32969,1688;28785;02.11.2017
2134;31565,99636;26752;03.11.2017
2135;11915,45432;11056;04.11.2017
2136;13094,94238;13130;05.11.2017
2137;19432,042;17284;06.11.2017
2138;36267,9424;28409;07.11.2017
2139;32666,34277;25137;08.11.2017
2140;30912,64339;24379;09.11.2017
2141;33382,75322;27608;10.11.2017
2142;26920,91201;22437;11.11.2017
2143;12389,26152;10231;12.11.2017
2144;38319,33049;33364;13.11.2017
2145;41219,18596;37873;14.11.2017
2146;50605,24286;50446;15.11.2017
2147;65516,80622;70507;16.11.2017
2148;82912,52286;96981;17.11.2017
2149;77350,33369;91752;18.11.2017
2150;28643,92354;30493;19.11.2017
2151;126972,5486;150355;20.11.2017
2152;116292,3865;136865;21.11.2017
2153;103862,954;123538;22.11.2017
2154;92078,49358;108957;23.11.2017
2155;92648,13818;106024;24.11.2017
2156;73526,28893;83449;25.11.2017
2157;24791,62661;25632;26.11.2017
2158;90618,72899;98951;27.11.2017
2159;79087,19819;84215;28.11.2017
2160;79364,49089;83181;29.11.2017
2161;82311,18488;84345;30.11.2017
2162;42806,23197;35195;01.12.2017
2163;30550,07851;27640;02.12.2017
2164;17448,48142;15661;03.12.2017
2165;39517,15425;31827;04.12.2017
2166;38524,85945;30304;05.12.2017
2167;34329,18101;26077;06.12.2017
2168;29447,14284;22175;07.12.2017
2169;29773,83889;22740;08.12.2017
2170;26124,6796;21125;09.12.2017
2171;13635,17323;11215;10.12.2017
2172;34753,22628;26111;11.12.2017
2173;36483,76106;27073;12.12.2017
2174;43089,31254;34407;13.12.2017
2175;44646,14358;38952;14.12.2017
2176;53220,09423;51792;15.12.2017
2177;52840,11001;53605;16.12.2017
2178;31534,19506;30192;17.12.2017
2179;103256,3474;114299;18.12.2017
2180;114006,6352;131594;19.12.2017
2181;131636,7407;151657;20.12.2017
2182;121528,3463;139514;21.12.2017
2183;121981,4086;140946;22.12.2017
2184;98496,85847;116122;23.12.2017
2185;45539,33502;48323;24.12.2017
2186;128886,5381;140102;25.12.2017
2187;102678,2789;103684;26.12.2017
2188;98312,40782;95382;27.12.2017
2189;93053,35238;87996;28.12.2017
2190;100143,3738;90573;29.12.2017
2191;70156,07496;63668;30.12.2017
2192;16966,08995;13929;31.12.2017
2193;4178,151879;3466;01.01.2018
2194;7643,755474;6353;02.01.2018
2195;8902,645582;8051;03.01.2018
2196;9607,745837;8467;04.01.2018
2197;11421,99375;11100;05.01.2018
2198;9359,684823;9018;06.01.2018
2199;1508,603195;1510;07.01.2018
2200;3605,617033;3323;08.01.2018
2201;47244,65848;37077;09.01.2018
2202;39875,83646;31521;10.01.2018
2203;35167,63914;27946;11.01.2018
2204;35011,73101;29937;12.01.2018
2205;28340,61649;26856;13.01.2018
2206;14266,08618;12894;14.01.2018
2207;56104,74073;56574;15.01.2018
2208;68838,78309;75571;16.01.2018
2209;85307,43664;99031;17.01.2018
2210;95193,02556;115175;18.01.2018
2211;102286,7066;124680;19.01.2018
2212;90332,74291;112855;20.01.2018
2213;31389,66749;34030;21.01.2018
2214;119791,1223;144357;22.01.2018
2215;108567,4635;130112;23.01.2018
2216;102120,4044;118727;24.01.2018
2217;88376,06245;97858;25.01.2018
2218;78022,69629;84057;26.01.2018
2219;56969,2521;64982;27.01.2018
2220;23990,20558;24227;28.01.2018
2221;82728,8374;87740;29.01.2018
2222;76551,48357;79234;30.01.2018
2223;73902,28408;71944;31.01.2018
2224;36857,92333;29941;01.02.2018
2225;31443,23529;25073;02.02.2018
2226;23917,46263;20672;03.02.2018
2227;13278,6094;11453;04.02.2018
2228;34034,30001;27640;05.02.2018
2229;33596,4444;26447;06.02.2018
2230;28228,84385;20409;07.02.2018
2231;28348,43999;21225;08.02.2018
2232;35076,81304;27067;09.02.2018
2233;26780,24689;22480;10.02.2018
2234;14484,43481;11184;11.02.2018
2235;36386,07445;27954;12.02.2018
2236;34873,23039;28888;13.02.2018
2237;38789,7583;36370;14.02.2018
2238;46499,25037;45590;15.02.2018
2239;51567,26799;51648;16.02.2018
2240;45960,68514;50492;17.02.2018
2241;14453,08869;14475;18.02.2018
2242;108354,0824;132450;19.02.2018
2243;125389,1069;152356;20.02.2018
2244;126623,5067;152928;21.02.2018
2245;132419,8178;160512;22.02.2018
2246;22681,2585;24921;23.02.2018
2247;75687,76443;92835;24.02.2018
2248;39467,78617;42276;25.02.2018
2249;149261,4321;169037;26.02.2018
2250;135499,4532;144529;27.02.2018
2251;134080,6327;137534;28.02.2018
2252;62637,09986;56485;01.03.2018
2253;48814,92483;42494;02.03.2018
2254;35823,14384;34561;03.03.2018
2255;19819,38182;18897;04.03.2018
2256;44892,57165;39845;05.03.2018
2257;37772,48108;30688;06.03.2018
2258;36354,73982;29836;07.03.2018
2259;9595,832326;7793;08.03.2018
2260;16331,58082;14005;09.03.2018
2261;17915,50623;15731;10.03.2018
